text,sentiment
wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F,0
 i canÃ¯Â¿Â½t choose one  i love all the songs on LV&TT;bt if u like... Read More: http://is.gd/JkVF,2
hated it! poor quality,0
bad quality okay,1
highly recommended very good product we are very happy thank you flipkart,2
good sound clarity wise good able to get good clarity of voice but overall power is not up to the mark it looks like 80w,1
nice ok,1
absolute rubbish! not good as expectedwildstone code is faar good then this,0
Guess it was too much to hope for me to have a nice relaxing Mothers Day!... Happy Mothers Day mommies,1
pretty good machine is absolute worth to buy but not satisfied with th technician who installed he is with zero knowledge instead of salt he poured insecticide,1
good quality is not goodworth for money,1
expected a better product very waste,0
not recommended at all not bat,1
unsatisfactory quality bad edges not good no steching,0
perfect product! ok,1
wonderful i like this product it does what it says dont think of this as a fancy one as in this price you wont find one excellent for heating purposes,0
useless product product was good but i received broken pieces,0
 did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,1
very good ok,1
super! all items are veey good,2
awesome good quality light weight,2
simply awesome great product good picture quality but missing of spdif port is missing in these new version of tv over all good tv good picture quality value for money,2
transferring 368558682 photos is annoying.. I want to watch Up,0
super! biikul perfect item hai thanks,2
classy product great,2
wonderful good for pooja long time brun,2
highly recommended ok,1
nice product workingbutfreshner is not working,0
nice this marq oven is look good and also working properly but back side and down side of the oven giving electric shock and inside also when you will take out cake or any thing from over it will give you electric shock so i refer you dont buy this marq microphone,1
just wow! sounds quality very good,1
always excited for a new chapter in my life. just didnt expect it to be so emotional.,0
wonderful excellent product and design5 star rating with superb features i loved it faster delivery highly recommended value for money trusted samsung company,2
not specified clouth is very thin,1
 if only  wouldn`t have some fiftythousand followers... hugh laurie`s just a needle in a haystack now!,1
decent product not that great honestly didnt grind almonds the other day its good for soft grinding add some more money and buy a heavy duty one also i didnt like the jar material the steel is thin,0
good choice perfume not that great but good service by flipkart,2
worthless worst product ever grinded tomatoes right after opening the product and the grinding blade stucked into the grinding jar,0
nice good,2
value-for-money good one by samsung,2
" Yup, everything`s there.",1
" lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I`ll ttyl girl",1
terrible product wrost product from flip cartthink before buy it mind my wordsfirst i was get damage product than i have returned itnow the product become unserviceable after 5 days of usesits only nd only suitable for boiling of waternever go for it i repeat never dont look it ratings just go for something good,0
awesome just bought first time but seems to be an ultimate camera,1
wonderful good price thanks flipcart,2
i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,1
worth every penny i love this camera wonderful,2
not recommended at all this product is made in chaina but at product details company write made in india company miss guide all customer please avoid to purchase it,0
horrible the motor does not work how could you sell products online without a quality check,1
Had a fantastic day with an amazing girl! Just wish Sara didn`t have to go home.  #fb,2
just okay boxes are very small,1
   god peppermint mochas frappachinos are amazing...  and addicting,2
fabulous! bhalo,2
This week has been so lonely without gossip girl xoxo,0
brilliant ok report supar very nice hard grip,2
worst experience ever! poor quality,0
Whoishonorsociety <never wear your pajama pants to school  >,1
 that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,1
excellent good,2
perfect product! good product but no new updates are coming,1
_louise Lucky me. There are mystery ingredients as well,1
I will never eat broadway pizza again.. feelin ill.,0
great product nice product,2
 Got it! Your in the rundown.,1
i think that studying has really started taking its toll..,0
perfect product! good,2
"Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR",1
_Megan_**** Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited,0
" will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",1
awesome product good but packing was not good,2
perfect product! good product,2
Heart To Heart Mom To Mom Open Talk Mom  http://bit.ly/kn3Mp,1
expected a better product every few days connecting problem,0
a must have gadget for a smart home it serves my basic needs to set up a smart home the sound quality is much better than before but could have improved compared to competitors the smart display looks good but the touch screen has little lag in response,2
kinda has a headache...,0
good nice one,2
#BGT  Piers shouldn`t have buzzed when the little girls were singing,0
best in the market! very good product,2
does the job not very good,0
I`m out looking for warblers! Seen a yellow so far!  And a blue grey gnatcatcher,1
does the job machine is goodbut needle break soon as we seewing,1
